Genero,Edad,Ubicacion,Tipo_Escuela,Transporte_a_la_Escuela,Privada,Area_de_la_Carrera,Promedio_Inicial,Promedio_Medio,Promedio_Final,Horas_Estudio_Semanal,Otra_Carrera_Previa,Nivel_Ingresos_Rango,Trabaja,Apoyo_Economico,Foraneo_o_Local,Con_quien_vive,Estado_Civil,Discapacidad,Problemas_Socioeconomicos,Horas_Sueño,Nivel_Estres_Percibido,Recibio_Orientacion_Vocacional,Razon_Principal_Eleccion_Carrera,Problemas_Familiares,Problemas_Psicologicos,Habilidades,Nivel_de_Satisfaccion,Hobbies,Amigos_Cercanos,Satisfaccion_Carrera,Motivo_eleccion_carrera,Expectativas_cumplidas,Deserto,Motivo_de_Desercion,Año_de_Desercion
Femenino,19,Urbana,Publica,33,No,Arte,91,71,73,18,Si,10k-20k,No,Beca,Foraneo,Amigos,Soltero,Auditiva,No,7,9,Si,Prestigio,Si,Si,Media,10,Deportes,5,8,Influencia Familiar,Si,No,No Aplica,0
Masculino,20,Rural,Privada,33,No,Ingenieria,78,64,69,20,Si,<5k,Si,Trabajo Propio,Foraneo,Solo,Soltero,Ninguna,Si,5,7,Si,Prestigio,No,Si,Media,6,Tecnología,3,6,Cercanía,Si,No,No Aplica,0
Masculino,19,Rural,Privada,29,No,Arte,73,76,84,13,Si,5k-10k,Si,Trabajo Propio,Local,Otros,Soltero,Ninguna,Si,6,5,Si,Prestigio,No,Si,Baja,7,Lectura,4,7,Cercanía,Si,Si,Problemas Académicos,7
Femenino,20,Rural,Publica,34,Si,Ciencias Sociales,79,78,44,16,No,5k-10k,Si,Trabajo Propio,Foraneo,Solo,Soltero,Ninguna,No,6,7,No,Demanda Laboral,No,Si,Alta,7,Tecnología,5,9,Renta Económica,Si,No,No Aplica,0
Masculino,21,Urbana,Privada,30,No,Humanidades,61,84,50,21,Si,<5k,No,Beca,Local,Otros,Soltero,Ninguna,No,6,6,No,Amigos/Familia,No,Si,Baja,7,Viajar,5,7,Cercanía,Si,No,No Aplica,0
Femenino,21,Urbana,Publica,17,Si,Ciencias Naturales,77,74,46,14,No,5k-10k,Si,Padres,Foraneo,Solo,Soltero,Ninguna,Si,6,4,Si,Sueldo,Si,Si,Baja,7,Tecnología,4,4,Cercanía,Si,No,No Aplica,0
Masculino,21,Urbana,Publica,25,No,Ingenieria,69,61,78,17,Si,<5k,No,Trabajo Propio,Local,Familia,Soltero,Ninguna,No,6,3,Si,Gusto Personal,No,Si,Alta,8,Deportes,6,9,Renta Económica,Si,Si,Otros,3
Femenino,18,Urbana,Publica,42,Si,Ciencias Sociales,80,72,72,16,Si,<5k,Si,Trabajo Propio,Foraneo,Otros,Casado,Ninguna,No,4,6,Si,Gusto Personal,No,Si,Alta,4,Deportes,4,12,Influencia Familiar,No,No,No Aplica,0
Masculino,20,Urbana,Privada,16,No,Ingenieria,102,83,67,24,No,<5k,No,Beca,Local,Familia,Soltero,Ninguna,No,6,6,No,Prestigio,No,Si,Media,9,Arte,2,6,Vocación,Si,No,No Aplica,0
Femenino,19,Rural,Privada,40,Si,Humanidades,79,78,93,10,No,5k-10k,Si,Otro,Foraneo,Otros,Soltero,Ninguna,No,7,3,No,Amigos/Familia,Si,Si,Media,8,Tecnología,4,6,Prestigio,Si,No,No Aplica,0
Femenino,18,Rural,Publica,36,Si,Humanidades,66,72,67,8,No,<5k,No,Beca,Local,Otros,Soltero,Ninguna,Si,3,5,Si,Gusto Personal,No,Si,Baja,6,Deportes,3,10,Prestigio,Si,No,No Aplica,0
Femenino,21,Rural,Publica,22,No,Ingenieria,77,66,45,26,No,5k-10k,No,Trabajo Propio,Foraneo,Amigos,Soltero,Ninguna,Si,4,5,Si,Sueldo,No,No,Alta,4,Deportes,3,5,Prestigio,No,Si,Problemas Familiares,8
Masculino,21,Urbana,Privada,20,No,Ingenieria,98,79,60,17,No,<5k,Si,Otro,Foraneo,Otros,Soltero,Ninguna,Si,5,5,No,Sueldo,Si,Si,Media,6,Lectura,7,5,Cercanía,No,No,No Aplica,0
Femenino,20,Rural,Publica,33,Si,Arte,84,86,60,16,No,10k-20k,No,Trabajo Propio,Foraneo,Otros,Divorciado,Ninguna,No,5,6,No,Prestigio,No,No,Alta,5,Deportes,5,8,Cercanía,No,Si,Cambio de Carrera,7
Femenino,19,Urbana,Publica,29,No,Ciencias Sociales,67,72,95,16,No,<5k,No,Beca,Foraneo,Solo,Soltero,Ninguna,Si,6,2,Si,Prestigio,No,No,Alta,4,Viajar,4,10,Vocación,Si,No,No Aplica,0
Femenino,18,Urbana,Privada,36,No,Humanidades,72,67,86,18,Si,10k-20k,Si,Otro,Local,Amigos,Soltero,Ninguna,Si,4,8,Si,Gusto Personal,No,No,Media,5,Arte,3,5,Cercanía,No,Si,Problemas Académicos,7
Femenino,22,Rural,Privada,44,Si,Ciencias Naturales,71,80,66,18,Si,5k-10k,Si,Trabajo Propio,Local,Familia,Soltero,Cognitiva,Si,6,3,Si,Gusto Personal,No,No,Media,6,Deportes,3,8,Cercanía,Si,Si,Problemas Familiares,4
Femenino,21,Rural,Publica,11,Si,Arte,74,86,80,14,No,5k-10k,No,Otro,Foraneo,Familia,Casado,Ninguna,No,4,6,Si,Gusto Personal,Si,No,Baja,11,Lectura,5,7,Influencia Familiar,No,No,No Aplica,0
Masculino,19,Urbana,Publica,41,No,Humanidades,86,72,99,16,Si,<5k,Si,Beca,Local,Solo,Soltero,Ninguna,Si,5,6,Si,Amigos/Familia,Si,Si,Baja,6,Deportes,4,7,Cercanía,No,No,No Aplica,0
Masculino,17,Urbana,Privada,27,No,Arte,76,83,80,9,No,10k-20k,Si,Padres,Foraneo,Familia,Soltero,Ninguna,Si,6,4,Si,Demanda Laboral,No,Si,Alta,3,Lectura,5,3,Prestigio,Si,No,No Aplica,0
Femenino,18,Rural,Publica,20,No,Arte,77,68,77,10,No,5k-10k,No,Padres,Local,Familia,Soltero,Ninguna,No,5,2,No,Amigos/Familia,No,Si,Alta,8,Arte,6,5,Cercanía,Si,Si,Otros,4
Femenino,20,Rural,Privada,38,Si,Arte,77,104,77,13,No,<5k,No,Beca,Local,Solo,Soltero,Ninguna,Si,8,3,Si,Prestigio,Si,No,Alta,9,Viajar,10,5,Prestigio,No,No,No Aplica,0
Masculino,19,Urbana,Privada,15,No,Ciencias Sociales,97,64,61,17,No,5k-10k,No,Beca,Foraneo,Amigos,Soltero,Ninguna,Si,6,3,No,Demanda Laboral,No,No,Media,8,Tecnología,10,6,Renta Económica,No,No,No Aplica,0
Femenino,18,Urbana,Privada,17,No,Ciencias Sociales,79,88,77,19,No,5k-10k,No,Otro,Foraneo,Solo,Soltero,Ninguna,No,9,4,No,Gusto Personal,Si,Si,Baja,8,Arte,8,9,Prestigio,Si,No,No Aplica,0
Femenino,19,Rural,Publica,44,Si,Ciencias Naturales,76,79,73,8,No,<5k,Si,Otro,Local,Solo,Soltero,Ninguna,Si,7,5,No,Amigos/Familia,Si,Si,Media,4,Lectura,5,4,Renta Económica,No,No,No Aplica,0
Femenino,17,Urbana,Privada,41,No,Ciencias Sociales,71,69,73,12,Si,>20k,Si,Beca,Foraneo,Otros,Soltero,Ninguna,No,5,5,Si,Gusto Personal,No,No,Baja,6,Tecnología,4,8,Renta Económica,No,No,No Aplica,0
Masculino,19,Rural,Publica,25,No,Humanidades,94,52,61,12,No,10k-20k,Si,Beca,Local,Familia,Divorciado,Ninguna,Si,6,5,Si,Demanda Laboral,Si,Si,Media,6,Tecnología,6,4,Vocación,No,No,No Aplica,0
Femenino,22,Urbana,Publica,40,Si,Arte,82,70,60,15,Si,<5k,No,Beca,Foraneo,Solo,Divorciado,Visual,Si,5,6,No,Gusto Personal,Si,No,Alta,6,Tecnología,7,5,Prestigio,No,No,No Aplica,0
Femenino,23,Rural,Publica,42,No,Ciencias Sociales,78,65,72,17,No,5k-10k,No,Beca,Local,Otros,Casado,Ninguna,No,5,2,No,Amigos/Familia,No,No,Baja,7,Arte,6,6,Influencia Familiar,Si,No,No Aplica,0
Masculino,20,Urbana,Privada,38,Si,Ciencias Naturales,82,82,54,12,No,10k-20k,Si,Padres,Local,Solo,Soltero,Ninguna,No,6,3,No,Sueldo,Si,No,Media,7,Arte,1,7,Cercanía,No,No,No Aplica,0
Femenino,18,Urbana,Privada,33,Si,Arte,81,82,83,12,Si,<5k,No,Otro,Local,Solo,Casado,Ninguna,Si,8,6,No,Amigos/Familia,Si,No,Media,6,Arte,2,9,Prestigio,Si,No,No Aplica,0
Femenino,22,Urbana,Privada,20,Si,Humanidades,98,68,84,11,Si,>20k,No,Trabajo Propio,Local,Familia,Soltero,Ninguna,No,5,7,Si,Sueldo,No,Si,Baja,8,Lectura,7,6,Vocación,No,Si,Problemas Académicos,1
Femenino,21,Rural,Publica,17,Si,Ingenieria,58,90,81,16,Si,<5k,Si,Padres,Foraneo,Amigos,Soltero,Visual,Si,8,5,No,Prestigio,Si,No,Alta,6,Arte,5,8,Influencia Familiar,No,Si,Problemas Económicos,4
Femenino,22,Urbana,Publica,24,No,Ciencias Naturales,78,72,61,11,No,>20k,Si,Otro,Foraneo,Solo,Soltero,Ninguna,Si,4,5,Si,Sueldo,Si,Si,Alta,9,Tecnología,8,5,Renta Económica,No,No,No Aplica,0
Masculino,22,Urbana,Privada,51,Si,Ciencias Naturales,78,64,67,8,No,5k-10k,Si,Trabajo Propio,Local,Solo,Soltero,Ninguna,Si,3,3,Si,Amigos/Familia,No,Si,Alta,8,Viajar,3,7,Cercanía,No,No,No Aplica,0
Femenino,19,Urbana,Privada,17,No,Ingenieria,72,91,64,13,Si,10k-20k,No,Padres,Foraneo,Amigos,Soltero,Ninguna,No,6,4,Si,Gusto Personal,Si,Si,Baja,8,Deportes,4,6,Prestigio,Si,No,No Aplica,0
Femenino,22,Rural,Publica,45,Si,Ingenieria,75,77,75,26,Si,<5k,No,Otro,Local,Solo,Casado,Ninguna,Si,5,6,No,Prestigio,No,No,Media,5,Lectura,6,4,Cercanía,Si,Si,Problemas Académicos,4
Femenino,19,Urbana,Publica,39,Si,Arte,92,68,91,19,Si,5k-10k,No,Padres,Local,Amigos,Casado,Ninguna,Si,8,4,No,Demanda Laboral,No,No,Alta,3,Arte,3,5,Vocación,Si,No,No Aplica,0
Femenino,21,Urbana,Publica,8,Si,Ciencias Naturales,84,60,59,10,No,<5k,Si,Beca,Local,Solo,Soltero,Ninguna,Si,6,7,No,Sueldo,No,No,Media,8,Arte,7,8,Influencia Familiar,No,No,No Aplica,0
Masculino,18,Rural,Privada,41,Si,Ciencias Naturales,75,65,63,10,No,5k-10k,No,Trabajo Propio,Local,Otros,Soltero,Ninguna,Si,3,5,No,Sueldo,No,Si,Alta,6,Viajar,5,5,Influencia Familiar,Si,Si,Cambio de Carrera,2
Masculino,22,Rural,Privada,51,No,Ciencias Sociales,61,70,78,13,No,5k-10k,No,Padres,Local,Familia,Soltero,Ninguna,No,7,7,Si,Gusto Personal,Si,No,Baja,7,Arte,7,7,Renta Económica,No,No,No Aplica,0
Femenino,18,Urbana,Privada,31,Si,Humanidades,80,68,75,14,No,5k-10k,No,Padres,Local,Solo,Soltero,Ninguna,Si,7,5,No,Prestigio,Si,No,Alta,8,Deportes,9,7,Prestigio,No,No,No Aplica,0
Femenino,22,Urbana,Privada,34,No,Ingenieria,88,86,54,15,No,<5k,Si,Otro,Local,Amigos,Soltero,Ninguna,Si,5,4,Si,Amigos/Familia,Si,Si,Alta,7,Deportes,4,9,Influencia Familiar,No,No,No Aplica,0
Masculino,19,Rural,Privada,45,Si,Ciencias Naturales,75,76,63,21,Si,<5k,No,Padres,Local,Otros,Soltero,Ninguna,No,5,6,No,Demanda Laboral,No,Si,Alta,7,Viajar,9,3,Prestigio,No,No,No Aplica,0
Masculino,20,Urbana,Privada,25,Si,Ciencias Sociales,93,83,66,14,Si,5k-10k,Si,Beca,Local,Amigos,Soltero,Ninguna,No,5,4,Si,Amigos/Familia,No,No,Media,8,Tecnología,5,7,Renta Económica,Si,No,No Aplica,0
Masculino,20,Urbana,Privada,27,Si,Ingenieria,83,78,68,8,Si,>20k,Si,Beca,Foraneo,Solo,Soltero,Ninguna,Si,7,7,Si,Prestigio,Si,Si,Baja,9,Tecnología,9,9,Prestigio,No,Si,Otros,6
Masculino,19,Urbana,Privada,56,No,Ciencias Naturales,90,77,78,16,Si,<5k,No,Otro,Local,Solo,Soltero,Ninguna,Si,7,6,Si,Amigos/Familia,No,No,Alta,5,Arte,5,5,Influencia Familiar,No,No,No Aplica,0
Masculino,19,Rural,Privada,29,Si,Humanidades,80,79,55,23,No,5k-10k,Si,Padres,Local,Familia,Soltero,Visual,Si,6,4,Si,Demanda Laboral,Si,Si,Baja,8,Tecnología,2,6,Cercanía,Si,Si,Problemas Familiares,2
Masculino,21,Urbana,Publica,39,Si,Ciencias Naturales,72,69,57,21,Si,5k-10k,Si,Padres,Foraneo,Otros,Soltero,Auditiva,Si,4,8,No,Amigos/Familia,Si,Si,Alta,6,Deportes,2,5,Vocación,No,No,No Aplica,0
Femenino,18,Urbana,Privada,17,No,Ingenieria,74,77,61,17,Si,<5k,No,Trabajo Propio,Foraneo,Amigos,Soltero,Ninguna,No,7,4,No,Demanda Laboral,No,No,Baja,6,Lectura,5,7,Renta Económica,No,No,No Aplica,0
Masculino,23,Urbana,Publica,39,No,Ciencias Naturales,76,67,65,14,No,5k-10k,No,Trabajo Propio,Local,Amigos,Soltero,Ninguna,No,4,0,No,Amigos/Familia,Si,No,Baja,8,Lectura,6,5,Cercanía,No,No,No Aplica,0
Masculino,21,Rural,Privada,24,No,Ciencias Naturales,78,73,67,16,Si,10k-20k,No,Trabajo Propio,Foraneo,Amigos,Divorciado,Ninguna,No,4,8,No,Sueldo,Si,Si,Baja,10,Lectura,7,6,Influencia Familiar,No,No,No Aplica,0
Femenino,22,Rural,Privada,8,No,Ingenieria,69,69,56,16,No,5k-10k,No,Beca,Foraneo,Otros,Soltero,Ninguna,Si,4,3,Si,Prestigio,No,Si,Media,7,Deportes,2,8,Cercanía,No,No,No Aplica,0
Femenino,20,Urbana,Privada,28,Si,Ciencias Sociales,78,85,51,20,Si,<5k,Si,Otro,Local,Amigos,Soltero,Ninguna,No,7,3,No,Demanda Laboral,Si,No,Media,8,Viajar,6,5,Vocación,Si,No,No Aplica,0
Femenino,21,Rural,Publica,32,Si,Arte,80,90,76,18,Si,>20k,No,Padres,Foraneo,Familia,Soltero,Ninguna,No,8,4,No,Gusto Personal,Si,No,Baja,4,Viajar,7,6,Prestigio,Si,No,No Aplica,0
Femenino,21,Urbana,Publica,20,Si,Arte,75,82,66,5,No,5k-10k,No,Trabajo Propio,Local,Familia,Soltero,Ninguna,Si,6,2,No,Gusto Personal,No,No,Alta,7,Arte,4,10,Cercanía,No,No,No Aplica,0
Femenino,18,Urbana,Publica,27,No,Ingenieria,92,82,68,13,Si,<5k,Si,Trabajo Propio,Local,Otros,Soltero,Ninguna,No,7,3,Si,Sueldo,No,No,Media,8,Deportes,7,7,Prestigio,No,No,No Aplica,0
Masculino,19,Rural,Privada,31,No,Ciencias Sociales,84,72,72,12,Si,5k-10k,No,Beca,Local,Solo,Casado,Ninguna,No,3,5,No,Demanda Laboral,No,No,Media,3,Deportes,4,7,Vocación,Si,No,No Aplica,0
Femenino,21,Urbana,Privada,37,Si,Humanidades,88,82,66,22,Si,>20k,No,Otro,Foraneo,Familia,Casado,Ninguna,Si,7,3,Si,Amigos/Familia,No,Si,Alta,3,Viajar,4,4,Cercanía,Si,Si,Problemas Académicos,5
Masculino,21,Rural,Privada,38,Si,Ciencias Naturales,80,90,60,21,Si,5k-10k,No,Otro,Foraneo,Solo,Soltero,Ninguna,Si,5,7,No,Amigos/Familia,Si,Si,Media,7,Lectura,8,5,Influencia Familiar,No,No,No Aplica,0
Femenino,20,Rural,Privada,28,No,Arte,84,72,66,14,Si,10k-20k,Si,Trabajo Propio,Foraneo,Solo,Soltero,Ninguna,No,6,2,No,Amigos/Familia,No,Si,Baja,7,Viajar,9,8,Renta Económica,No,No,No Aplica,0
Masculino,21,Urbana,Publica,24,No,Arte,88,82,66,10,No,<5k,Si,Otro,Foraneo,Familia,Soltero,Ninguna,No,3,9,Si,Amigos/Familia,No,Si,Alta,5,Viajar,5,7,Vocación,Si,No,No Aplica,0
Masculino,21,Rural,Publica,31,No,Arte,86,72,59,19,Si,<5k,No,Padres,Foraneo,Amigos,Soltero,Ninguna,No,8,6,Si,Demanda Laboral,Si,No,Alta,9,Lectura,4,1,Cercanía,No,Si,Problemas Económicos,4
Femenino,21,Rural,Publica,28,Si,Humanidades,71,70,66,10,Si,>20k,Si,Beca,Foraneo,Familia,Divorciado,Ninguna,Si,5,6,No,Amigos/Familia,Si,No,Alta,5,Deportes,8,8,Cercanía,Si,Si,Problemas Familiares,1
Femenino,20,Urbana,Publica,44,No,Ciencias Naturales,74,92,78,22,Si,5k-10k,No,Otro,Local,Familia,Soltero,Ninguna,No,7,6,No,Sueldo,No,Si,Alta,11,Viajar,3,10,Cercanía,Si,No,No Aplica,0
Femenino,20,Rural,Privada,8,Si,Humanidades,68,85,81,12,No,10k-20k,Si,Beca,Foraneo,Amigos,Soltero,Ninguna,Si,6,7,No,Amigos/Familia,Si,No,Alta,8,Arte,8,7,Vocación,No,No,No Aplica,0
Femenino,18,Urbana,Publica,19,Si,Humanidades,73,87,70,19,No,5k-10k,No,Beca,Local,Otros,Divorciado,Visual,No,7,3,Si,Prestigio,Si,No,Media,6,Tecnología,5,6,Vocación,No,Si,Problemas Académicos,8
Masculino,23,Rural,Publica,30,Si,Ingenieria,83,66,63,25,No,10k-20k,No,Beca,Foraneo,Otros,Soltero,Ninguna,Si,6,6,Si,Demanda Laboral,Si,No,Baja,8,Viajar,6,8,Prestigio,No,No,No Aplica,0
Femenino,18,Urbana,Privada,39,No,Ciencias Sociales,85,67,74,8,Si,<5k,No,Padres,Foraneo,Amigos,Soltero,Visual,No,5,7,No,Demanda Laboral,No,Si,Alta,8,Tecnología,6,11,Renta Económica,Si,Si,Cambio de Carrera,8
Masculino,21,Rural,Publica,43,No,Humanidades,70,91,57,10,No,>20k,Si,Padres,Foraneo,Otros,Soltero,Ninguna,Si,3,8,Si,Amigos/Familia,No,No,Alta,8,Viajar,4,4,Influencia Familiar,No,Si,Problemas Económicos,1
Masculino,20,Urbana,Privada,37,Si,Arte,63,96,81,18,No,5k-10k,No,Beca,Foraneo,Familia,Soltero,Ninguna,Si,8,5,No,Demanda Laboral,Si,No,Media,6,Deportes,4,8,Cercanía,Si,No,No Aplica,0
Femenino,15,Rural,Publica,40,No,Arte,73,78,74,21,No,5k-10k,No,Otro,Foraneo,Otros,Soltero,Ninguna,No,5,5,Si,Demanda Laboral,No,Si,Alta,7,Viajar,4,11,Prestigio,No,No,No Aplica,0
Masculino,20,Rural,Privada,38,Si,Arte,76,82,68,21,Si,<5k,Si,Trabajo Propio,Local,Solo,Divorciado,Ninguna,No,8,6,Si,Amigos/Familia,Si,Si,Alta,8,Tecnología,10,8,Renta Económica,Si,Si,Problemas Económicos,1
Masculino,19,Rural,Publica,41,Si,Humanidades,93,82,71,16,Si,<5k,No,Trabajo Propio,Foraneo,Familia,Casado,Ninguna,No,6,2,No,Demanda Laboral,No,Si,Alta,5,Tecnología,4,7,Influencia Familiar,No,Si,Problemas Familiares,5
Femenino,21,Rural,Privada,30,No,Ciencias Naturales,70,72,78,17,Si,<5k,No,Beca,Local,Solo,Soltero,Ninguna,Si,6,7,Si,Amigos/Familia,Si,Si,Alta,8,Tecnología,6,8,Cercanía,Si,No,No Aplica,0
Masculino,19,Urbana,Publica,17,Si,Ingenieria,81,63,78,18,No,5k-10k,No,Beca,Foraneo,Solo,Divorciado,Ninguna,Si,7,7,Si,Amigos/Familia,Si,No,Media,5,Arte,3,5,Cercanía,No,No,No Aplica,0
Femenino,23,Urbana,Privada,44,Si,Ciencias Naturales,81,75,71,17,No,5k-10k,Si,Padres,Local,Solo,Divorciado,Ninguna,Si,6,8,No,Sueldo,Si,No,Baja,9,Lectura,8,8,Prestigio,Si,No,No Aplica,0
Masculino,17,Urbana,Privada,28,Si,Ciencias Sociales,76,82,60,15,Si,10k-20k,Si,Otro,Foraneo,Solo,Soltero,Ninguna,Si,7,6,No,Sueldo,No,Si,Baja,8,Lectura,8,10,Influencia Familiar,No,No,No Aplica,0
Femenino,15,Rural,Publica,21,Si,Ciencias Naturales,79,70,65,23,Si,10k-20k,Si,Trabajo Propio,Foraneo,Familia,Casado,Ninguna,No,4,5,No,Sueldo,Si,Si,Alta,4,Viajar,6,9,Vocación,No,Si,Problemas Académicos,1
Femenino,20,Urbana,Privada,30,No,Arte,84,91,71,6,Si,>20k,No,Trabajo Propio,Local,Otros,Casado,Ninguna,Si,4,2,No,Prestigio,Si,Si,Alta,7,Tecnología,7,9,Vocación,Si,No,No Aplica,0
Masculino,21,Rural,Privada,20,Si,Humanidades,80,80,68,23,No,5k-10k,Si,Beca,Local,Amigos,Soltero,Visual,Si,7,6,Si,Demanda Laboral,Si,Si,Baja,7,Arte,2,11,Influencia Familiar,Si,Si,Problemas Académicos,5
Femenino,19,Urbana,Privada,35,No,Arte,73,86,71,21,No,10k-20k,Si,Otro,Local,Otros,Divorciado,Ninguna,No,7,1,Si,Prestigio,No,No,Media,8,Arte,2,8,Vocación,Si,No,No Aplica,0
Femenino,20,Rural,Publica,24,Si,Humanidades,79,68,69,17,Si,5k-10k,No,Beca,Local,Familia,Soltero,Ninguna,Si,5,5,No,Amigos/Familia,Si,No,Alta,9,Tecnología,5,8,Influencia Familiar,No,Si,Cambio de Carrera,7
Masculino,17,Rural,Publica,18,No,Ingenieria,91,57,55,10,Si,5k-10k,No,Trabajo Propio,Foraneo,Otros,Soltero,Ninguna,No,6,6,Si,Gusto Personal,No,No,Media,6,Viajar,7,8,Cercanía,Si,No,No Aplica,0
Masculino,20,Urbana,Privada,10,No,Arte,62,81,59,16,No,5k-10k,Si,Padres,Local,Otros,Soltero,Motriz,Si,5,5,Si,Prestigio,No,Si,Alta,6,Viajar,4,5,Influencia Familiar,Si,No,No Aplica,0
Femenino,22,Rural,Privada,4,Si,Ingenieria,89,71,71,17,Si,<5k,No,Padres,Foraneo,Familia,Soltero,Ninguna,No,8,9,No,Sueldo,Si,No,Media,7,Tecnología,4,6,Renta Económica,Si,No,No Aplica,0
Masculino,21,Rural,Publica,34,No,Ciencias Sociales,84,68,76,14,No,5k-10k,No,Padres,Local,Familia,Casado,Ninguna,Si,5,6,No,Amigos/Familia,No,No,Media,7,Viajar,7,6,Influencia Familiar,Si,Si,Otros,1
Masculino,21,Rural,Privada,33,Si,Ciencias Sociales,83,76,48,17,No,<5k,Si,Beca,Foraneo,Solo,Soltero,Ninguna,Si,5,3,Si,Sueldo,No,No,Alta,10,Deportes,8,6,Influencia Familiar,Si,No,No Aplica,0
Masculino,23,Urbana,Publica,31,Si,Ciencias Sociales,85,59,84,11,No,5k-10k,Si,Otro,Local,Solo,Divorciado,Ninguna,Si,7,5,No,Prestigio,No,Si,Baja,5,Arte,6,7,Cercanía,No,No,No Aplica,0
Femenino,18,Urbana,Publica,27,Si,Ciencias Sociales,78,67,70,8,No,<5k,No,Padres,Local,Solo,Casado,Ninguna,No,4,10,Si,Amigos/Familia,Si,No,Baja,8,Lectura,3,3,Cercanía,No,Si,Problemas Académicos,7
Femenino,18,Urbana,Publica,35,Si,Ingenieria,70,77,83,15,No,5k-10k,No,Otro,Local,Solo,Soltero,Ninguna,Si,7,3,No,Sueldo,Si,Si,Baja,9,Tecnología,6,6,Prestigio,No,No,No Aplica,0
Masculino,21,Urbana,Privada,12,Si,Ciencias Sociales,67,83,52,20,No,5k-10k,No,Otro,Local,Otros,Casado,Visual,Si,5,5,Si,Amigos/Familia,Si,Si,Baja,8,Deportes,4,6,Influencia Familiar,Si,No,No Aplica,0
Masculino,19,Urbana,Privada,18,Si,Arte,75,75,76,22,No,10k-20k,No,Beca,Local,Amigos,Soltero,Ninguna,Si,6,4,No,Amigos/Familia,No,No,Alta,8,Viajar,3,3,Cercanía,Si,No,No Aplica,0
Femenino,19,Rural,Privada,29,No,Humanidades,103,70,88,18,Si,10k-20k,No,Beca,Local,Amigos,Casado,Auditiva,No,5,6,No,Sueldo,Si,Si,Media,6,Deportes,6,7,Prestigio,No,Si,Cambio de Carrera,3
Femenino,15,Urbana,Privada,38,No,Ciencias Sociales,66,64,69,25,No,>20k,Si,Trabajo Propio,Local,Familia,Soltero,Ninguna,Si,7,3,Si,Prestigio,Si,No,Media,7,Lectura,7,7,Influencia Familiar,No,Si,Cambio de Carrera,2
Masculino,21,Urbana,Privada,20,Si,Ingenieria,75,63,53,14,No,10k-20k,Si,Padres,Local,Familia,Casado,Ninguna,Si,9,7,No,Sueldo,Si,Si,Alta,5,Tecnología,3,4,Renta Económica,No,No,No Aplica,0
Masculino,21,Urbana,Publica,30,Si,Ciencias Naturales,71,82,65,20,Si,<5k,No,Trabajo Propio,Foraneo,Familia,Soltero,Ninguna,Si,6,5,Si,Amigos/Familia,No,No,Baja,7,Tecnología,7,6,Prestigio,Si,No,No Aplica,0
Femenino,24,Urbana,Privada,34,Si,Ciencias Naturales,79,63,85,20,No,10k-20k,Si,Padres,Foraneo,Familia,Soltero,Motriz,Si,8,11,Si,Sueldo,No,Si,Media,11,Viajar,3,6,Cercanía,No,No,No Aplica,0
Masculino,18,Rural,Publica,49,Si,Ciencias Sociales,88,71,73,10,Si,10k-20k,No,Padres,Foraneo,Otros,Soltero,Ninguna,Si,5,5,No,Demanda Laboral,Si,Si,Media,9,Tecnología,0,7,Renta Económica,No,Si,Otros,2
Femenino,19,Urbana,Publica,54,No,Ciencias Sociales,81,75,78,16,Si,10k-20k,No,Otro,Foraneo,Otros,Soltero,Ninguna,No,6,7,Si,Gusto Personal,No,Si,Baja,7,Lectura,0,11,Renta Económica,Si,No,No Aplica,0
Femenino,21,Urbana,Privada,27,Si,Ciencias Naturales,79,105,84,18,No,>20k,No,Beca,Local,Solo,Soltero,Ninguna,Si,4,3,Si,Prestigio,No,No,Alta,5,Arte,4,8,Vocación,No,No,No Aplica,0
Femenino,20,Rural,Privada,29,No,Ciencias Naturales,93,75,58,21,No,<5k,No,Beca,Foraneo,Amigos,Soltero,Ninguna,No,6,9,No,Prestigio,No,No,Baja,8,Lectura,8,6,Prestigio,No,No,No Aplica,0
Masculino,21,Rural,Privada,20,No,Humanidades,75,69,54,23,No,5k-10k,No,Otro,Foraneo,Otros,Soltero,Ninguna,Si,7,4,Si,Sueldo,No,Si,Baja,10,Tecnología,7,8,Prestigio,No,No,No Aplica,0
Femenino,22,Rural,Privada,32,No,Ciencias Sociales,77,76,75,14,Si,<5k,No,Beca,Local,Amigos,Soltero,Ninguna,No,6,7,No,Demanda Laboral,No,Si,Media,7,Arte,4,9,Influencia Familiar,Si,Si,Problemas Económicos,2
Femenino,15,Rural,Publica,17,Si,Ciencias Naturales,94,63,65,9,Si,5k-10k,No,Otro,Foraneo,Solo,Soltero,Ninguna,No,5,7,No,Sueldo,No,Si,Media,4,Arte,1,7,Prestigio,Si,Si,Otros,6
Masculino,22,Rural,Privada,17,Si,Ciencias Sociales,86,81,70,18,No,10k-20k,No,Padres,Local,Familia,Soltero,Ninguna,No,6,3,No,Demanda Laboral,No,No,Media,6,Arte,7,5,Renta Económica,Si,No,No Aplica,0
Masculino,18,Urbana,Privada,42,No,Arte,79,87,75,16,No,<5k,No,Beca,Local,Amigos,Divorciado,Ninguna,Si,6,2,Si,Prestigio,Si,Si,Media,11,Tecnología,4,9,Influencia Familiar,No,No,No Aplica,0
