,genero,edad,ubicacion,tipo_escuela,transporte_a_la_escuela,area_de_la_carrera,promedio_inicial,promedio_medio,promedio_final,horas_estudio_semanal,otra_carrera_previa,nivel_ingresos_rango,trabaja,apoyo_economico,foraneo_o_local,con_quien_vive,estado_civil,discapacidad,problemas_socioeconomicos,horas_sueño,nivel_estres_percibido,recibio_orientacion_vocacional,razon_principal_eleccion_carrera,problemas_familiares,problemas_psicologicos,nivel_de_satisfaccion,hobbies,amigos_cercanos,motivo_eleccion_carrera,expectativas_cumplidas,deserto
82,Femenino,0.2222222222222222,Rural,Publica,0.5740740740740741,Arte,0.4642857142857143,0.5471698113207547,0.11666666666666667,0.5483870967741935,Si,10k-20k,Si,Otro,Local,Familia,Soltero,Ninguna,No,0.5,0.8,No,Prestigio,Si,Si,0.8,Tecnología,0.36363636363636365,Renta Económica,Si,No
83,Masculino,0.2222222222222222,Urbana,Publica,0.25925925925925924,Ciencias Naturales,1.0,0.5660377358490566,0.7,0.5161290322580645,No,<5k,No,Padres,Foraneo,Amigos,Soltero,Ninguna,Si,0.4,1.0,Si,Gusto Personal,Si,Si,1.0,Arte,0.45454545454545453,Influencia Familiar,Si,Si
84,Masculino,0.1111111111111111,Urbana,Privada,0.5,Humanidades,0.7321428571428571,0.09433962264150944,0.1,0.3548387096774194,Si,5k-10k,Si,Trabajo Propio,Foraneo,Amigos,Soltero,Ninguna,No,0.4,0.6,Si,Prestigio,Si,Si,0.6,Tecnología,0.45454545454545453,Renta Económica,No,No
85,Femenino,0.1111111111111111,Urbana,Publica,0.5,Ciencias Naturales,0.5714285714285714,0.4339622641509434,0.6166666666666667,0.3870967741935484,Si,5k-10k,No,Trabajo Propio,Foraneo,Otros,Soltero,Cognitiva,No,0.5,0.6,No,Prestigio,No,Si,0.6,Lectura,0.18181818181818182,Cercanía,Si,Si
86,Femenino,0.4444444444444444,Urbana,Publica,0.7222222222222222,Ciencias Naturales,0.625,0.6415094339622641,0.5166666666666667,0.5161290322580645,No,5k-10k,No,Trabajo Propio,Local,Familia,Soltero,Ninguna,No,0.5,0.6,Si,Gusto Personal,No,Si,0.6,Deportes,0.5454545454545454,Cercanía,No,Si
87,Femenino,0.1111111111111111,Urbana,Publica,0.5370370370370371,Arte,0.8392857142857143,0.4528301886792453,0.55,0.5806451612903226,Si,10k-20k,No,Beca,Foraneo,Amigos,Soltero,Auditiva,No,0.5,1.0,Si,Prestigio,Si,Si,1.0,Deportes,0.45454545454545453,Influencia Familiar,Si,No
88,Masculino,0.2222222222222222,Rural,Privada,0.5370370370370371,Ingenieria,0.6071428571428571,0.32075471698113206,0.48333333333333334,0.6451612903225806,Si,<5k,Si,Trabajo Propio,Foraneo,Solo,Soltero,Ninguna,Si,0.3,0.6,Si,Prestigio,No,Si,0.6,Tecnología,0.2727272727272727,Cercanía,Si,No
89,Masculino,0.1111111111111111,Rural,Privada,0.46296296296296297,Arte,0.5178571428571429,0.5471698113207547,0.7333333333333333,0.41935483870967744,Si,5k-10k,Si,Trabajo Propio,Local,Otros,Soltero,Ninguna,Si,0.4,0.6,Si,Prestigio,No,Si,0.6,Lectura,0.36363636363636365,Cercanía,Si,Si
90,Femenino,0.2222222222222222,Rural,Publica,0.5555555555555556,Ciencias Sociales,0.625,0.5849056603773585,0.06666666666666667,0.5161290322580645,No,5k-10k,Si,Trabajo Propio,Foraneo,Solo,Soltero,Ninguna,No,0.4,0.6,No,Demanda Laboral,No,Si,0.6,Tecnología,0.45454545454545453,Renta Económica,Si,No
91,Masculino,0.3333333333333333,Urbana,Privada,0.48148148148148145,Humanidades,0.30357142857142855,0.6981132075471698,0.16666666666666666,0.6774193548387096,Si,<5k,No,Beca,Local,Otros,Soltero,Ninguna,No,0.4,0.6,No,Amigos/Familia,No,Si,0.6,Viajar,0.45454545454545453,Cercanía,Si,No
92,Femenino,0.3333333333333333,Urbana,Publica,0.24074074074074073,Ciencias Naturales,0.5892857142857143,0.5094339622641509,0.1,0.45161290322580644,No,5k-10k,Si,Padres,Foraneo,Solo,Soltero,Ninguna,Si,0.4,0.6,Si,Sueldo,Si,Si,0.6,Tecnología,0.36363636363636365,Cercanía,Si,No
93,Masculino,0.3333333333333333,Urbana,Publica,0.3888888888888889,Ingenieria,0.44642857142857145,0.2641509433962264,0.6333333333333333,0.5483870967741935,Si,<5k,No,Trabajo Propio,Local,Familia,Soltero,Ninguna,No,0.4,0.8,Si,Gusto Personal,No,Si,0.8,Deportes,0.5454545454545454,Renta Económica,Si,Si
94,Femenino,0.0,Urbana,Publica,0.7037037037037037,Ciencias Sociales,0.6428571428571429,0.4716981132075472,0.5333333333333333,0.5161290322580645,Si,<5k,Si,Trabajo Propio,Foraneo,Otros,Casado,Ninguna,No,0.2,0.4,Si,Gusto Personal,No,Si,0.4,Deportes,0.36363636363636365,Influencia Familiar,No,No
95,Masculino,0.2222222222222222,Urbana,Privada,0.2222222222222222,Ingenieria,1.0,0.6792452830188679,0.45,0.7741935483870968,No,<5k,No,Beca,Local,Familia,Soltero,Ninguna,No,0.4,0.8,No,Prestigio,No,Si,0.8,Arte,0.18181818181818182,Vocación,Si,No
96,Femenino,0.1111111111111111,Rural,Privada,0.6666666666666666,Humanidades,0.625,0.5849056603773585,0.8833333333333333,0.3225806451612903,No,5k-10k,Si,Otro,Foraneo,Otros,Soltero,Ninguna,No,0.5,0.8,No,Amigos/Familia,Si,Si,0.8,Tecnología,0.36363636363636365,Prestigio,Si,No
97,Femenino,0.0,Rural,Publica,0.5925925925925926,Humanidades,0.39285714285714285,0.4716981132075472,0.45,0.25806451612903225,No,<5k,No,Beca,Local,Otros,Soltero,Ninguna,Si,0.1,0.6,Si,Gusto Personal,No,Si,0.6,Deportes,0.2727272727272727,Prestigio,Si,No
98,Femenino,0.3333333333333333,Rural,Publica,0.3333333333333333,Ingenieria,0.5892857142857143,0.3584905660377358,0.08333333333333333,0.8387096774193549,No,5k-10k,No,Trabajo Propio,Foraneo,Amigos,Soltero,Ninguna,Si,0.2,0.4,Si,Sueldo,No,No,0.4,Deportes,0.2727272727272727,Prestigio,No,Si
99,Masculino,0.3333333333333333,Urbana,Privada,0.2962962962962963,Ingenieria,0.9642857142857143,0.6037735849056604,0.3333333333333333,0.5483870967741935,No,<5k,Si,Otro,Foraneo,Otros,Soltero,Ninguna,Si,0.3,0.6,No,Sueldo,Si,Si,0.6,Lectura,0.6363636363636364,Cercanía,No,No
100,Femenino,0.2222222222222222,Rural,Publica,0.5370370370370371,Arte,0.7142857142857143,0.7358490566037735,0.3333333333333333,0.5161290322580645,No,10k-20k,No,Trabajo Propio,Foraneo,Otros,Divorciado,Ninguna,No,0.3,0.4,No,Prestigio,No,No,0.4,Deportes,0.45454545454545453,Cercanía,No,Si
101,Femenino,0.1111111111111111,Urbana,Publica,0.46296296296296297,Ciencias Sociales,0.4107142857142857,0.4716981132075472,0.9166666666666666,0.5161290322580645,No,<5k,No,Beca,Foraneo,Solo,Soltero,Ninguna,Si,0.4,0.4,Si,Prestigio,No,No,0.4,Viajar,0.36363636363636365,Vocación,Si,No
102,Femenino,0.0,Urbana,Privada,0.5925925925925926,Humanidades,0.5,0.37735849056603776,0.7666666666666667,0.5806451612903226,Si,10k-20k,Si,Otro,Local,Amigos,Soltero,Ninguna,Si,0.2,0.4,Si,Gusto Personal,No,No,0.4,Arte,0.2727272727272727,Cercanía,No,Si
103,Femenino,0.4444444444444444,Rural,Privada,0.7407407407407407,Ciencias Naturales,0.48214285714285715,0.6226415094339622,0.43333333333333335,0.5806451612903226,Si,5k-10k,Si,Trabajo Propio,Local,Familia,Soltero,Cognitiva,Si,0.4,0.6,Si,Gusto Personal,No,No,0.6,Deportes,0.2727272727272727,Cercanía,Si,Si
104,Femenino,0.3333333333333333,Rural,Publica,0.12962962962962962,Arte,0.5357142857142857,0.7358490566037735,0.6666666666666666,0.45161290322580644,No,5k-10k,No,Otro,Foraneo,Familia,Casado,Ninguna,No,0.2,1.0,Si,Gusto Personal,Si,No,1.0,Lectura,0.45454545454545453,Influencia Familiar,No,No
105,Masculino,0.1111111111111111,Urbana,Publica,0.6851851851851852,Humanidades,0.75,0.4716981132075472,0.9833333333333333,0.5161290322580645,Si,<5k,Si,Beca,Local,Solo,Soltero,Ninguna,Si,0.3,0.6,Si,Amigos/Familia,Si,Si,0.6,Deportes,0.36363636363636365,Cercanía,No,No
106,Femenino,0.0,Rural,Publica,0.2962962962962963,Arte,0.5892857142857143,0.39622641509433965,0.6166666666666667,0.3225806451612903,No,5k-10k,No,Padres,Local,Familia,Soltero,Ninguna,No,0.3,0.8,No,Amigos/Familia,No,Si,0.8,Arte,0.5454545454545454,Cercanía,Si,Si
107,Femenino,0.2222222222222222,Rural,Privada,0.6296296296296297,Arte,0.5892857142857143,1.0,0.6166666666666667,0.41935483870967744,No,<5k,No,Beca,Local,Solo,Soltero,Ninguna,Si,0.6,0.8,Si,Prestigio,Si,No,0.8,Viajar,0.9090909090909091,Prestigio,No,No
108,Masculino,0.1111111111111111,Urbana,Privada,0.2037037037037037,Ciencias Sociales,0.9464285714285714,0.32075471698113206,0.35,0.5483870967741935,No,5k-10k,No,Beca,Foraneo,Amigos,Soltero,Ninguna,Si,0.4,0.8,No,Demanda Laboral,No,No,0.8,Tecnología,0.9090909090909091,Renta Económica,No,No
109,Femenino,0.0,Urbana,Privada,0.24074074074074073,Ciencias Sociales,0.625,0.7735849056603774,0.6166666666666667,0.6129032258064516,No,5k-10k,No,Otro,Foraneo,Solo,Soltero,Ninguna,No,0.7,0.8,No,Gusto Personal,Si,Si,0.8,Arte,0.7272727272727273,Prestigio,Si,No
110,Femenino,0.1111111111111111,Rural,Publica,0.7407407407407407,Ciencias Naturales,0.5714285714285714,0.6037735849056604,0.55,0.25806451612903225,No,<5k,Si,Otro,Local,Solo,Soltero,Ninguna,Si,0.5,0.4,No,Amigos/Familia,Si,Si,0.4,Lectura,0.45454545454545453,Renta Económica,No,No
111,Masculino,0.1111111111111111,Rural,Publica,0.3888888888888889,Humanidades,0.8928571428571429,0.09433962264150944,0.35,0.3870967741935484,No,10k-20k,Si,Beca,Local,Familia,Divorciado,Ninguna,Si,0.4,0.6,Si,Demanda Laboral,Si,Si,0.6,Tecnología,0.5454545454545454,Vocación,No,No
112,Femenino,0.4444444444444444,Urbana,Publica,0.6666666666666666,Arte,0.6785714285714286,0.4339622641509434,0.3333333333333333,0.4838709677419355,Si,<5k,No,Beca,Foraneo,Solo,Divorciado,Visual,Si,0.3,0.6,No,Gusto Personal,Si,No,0.6,Tecnología,0.6363636363636364,Prestigio,No,No
113,Femenino,0.5555555555555556,Rural,Publica,0.7037037037037037,Ciencias Sociales,0.6071428571428571,0.33962264150943394,0.5333333333333333,0.5483870967741935,No,5k-10k,No,Beca,Local,Otros,Casado,Ninguna,No,0.3,0.6,No,Amigos/Familia,No,No,0.6,Arte,0.5454545454545454,Influencia Familiar,Si,No
114,Masculino,0.2222222222222222,Urbana,Privada,0.6296296296296297,Ciencias Naturales,0.6785714285714286,0.660377358490566,0.23333333333333334,0.3870967741935484,No,10k-20k,Si,Padres,Local,Solo,Soltero,Ninguna,No,0.4,0.6,No,Sueldo,Si,No,0.6,Arte,0.09090909090909091,Cercanía,No,No
115,Femenino,0.0,Urbana,Privada,0.5370370370370371,Arte,0.6607142857142857,0.660377358490566,0.7166666666666667,0.3870967741935484,Si,<5k,No,Otro,Local,Solo,Casado,Ninguna,Si,0.6,0.6,No,Amigos/Familia,Si,No,0.6,Arte,0.18181818181818182,Prestigio,Si,No
116,Femenino,0.4444444444444444,Urbana,Privada,0.2962962962962963,Humanidades,0.9642857142857143,0.39622641509433965,0.7333333333333333,0.3548387096774194,Si,>20k,No,Trabajo Propio,Local,Familia,Soltero,Ninguna,No,0.3,0.8,Si,Sueldo,No,Si,0.8,Lectura,0.6363636363636364,Vocación,No,Si
117,Femenino,0.3333333333333333,Rural,Publica,0.24074074074074073,Ingenieria,0.25,0.8113207547169812,0.6833333333333333,0.5161290322580645,Si,<5k,Si,Padres,Foraneo,Amigos,Soltero,Visual,Si,0.6,0.6,No,Prestigio,Si,No,0.6,Arte,0.45454545454545453,Influencia Familiar,No,Si
118,Femenino,0.4444444444444444,Urbana,Publica,0.37037037037037035,Ciencias Naturales,0.6071428571428571,0.4716981132075472,0.35,0.3548387096774194,No,>20k,Si,Otro,Foraneo,Solo,Soltero,Ninguna,Si,0.2,0.8,Si,Sueldo,Si,Si,0.8,Tecnología,0.7272727272727273,Renta Económica,No,No
119,Masculino,0.4444444444444444,Urbana,Privada,0.8703703703703703,Ciencias Naturales,0.6071428571428571,0.32075471698113206,0.45,0.25806451612903225,No,5k-10k,Si,Trabajo Propio,Local,Solo,Soltero,Ninguna,Si,0.1,0.8,Si,Amigos/Familia,No,Si,0.8,Viajar,0.2727272727272727,Cercanía,No,No
120,Femenino,0.1111111111111111,Urbana,Privada,0.24074074074074073,Ingenieria,0.5,0.8301886792452831,0.4,0.41935483870967744,Si,10k-20k,No,Padres,Foraneo,Amigos,Soltero,Ninguna,No,0.4,0.8,Si,Gusto Personal,Si,Si,0.8,Deportes,0.36363636363636365,Prestigio,Si,No
121,Femenino,0.4444444444444444,Rural,Publica,0.7592592592592593,Ingenieria,0.5535714285714286,0.5660377358490566,0.5833333333333334,0.8387096774193549,Si,<5k,No,Otro,Local,Solo,Casado,Ninguna,Si,0.3,0.4,No,Prestigio,No,No,0.4,Lectura,0.5454545454545454,Cercanía,Si,Si
122,Femenino,0.1111111111111111,Urbana,Publica,0.6481481481481481,Arte,0.8571428571428571,0.39622641509433965,0.85,0.6129032258064516,Si,5k-10k,No,Padres,Local,Amigos,Casado,Ninguna,Si,0.6,0.2,No,Demanda Laboral,No,No,0.2,Arte,0.2727272727272727,Vocación,Si,No
123,Femenino,0.3333333333333333,Urbana,Publica,0.07407407407407407,Ciencias Naturales,0.7142857142857143,0.24528301886792453,0.31666666666666665,0.3225806451612903,No,<5k,Si,Beca,Local,Solo,Soltero,Ninguna,Si,0.4,0.8,No,Sueldo,No,No,0.8,Arte,0.6363636363636364,Influencia Familiar,No,No
124,Masculino,0.0,Rural,Privada,0.6851851851851852,Ciencias Naturales,0.5535714285714286,0.33962264150943394,0.38333333333333336,0.3225806451612903,No,5k-10k,No,Trabajo Propio,Local,Otros,Soltero,Ninguna,Si,0.1,0.6,No,Sueldo,No,Si,0.6,Viajar,0.45454545454545453,Influencia Familiar,Si,Si
125,Masculino,0.4444444444444444,Rural,Privada,0.8703703703703703,Ciencias Sociales,0.30357142857142855,0.4339622641509434,0.6333333333333333,0.41935483870967744,No,5k-10k,No,Padres,Local,Familia,Soltero,Ninguna,No,0.5,0.6,Si,Gusto Personal,Si,No,0.6,Arte,0.6363636363636364,Renta Económica,No,No
126,Femenino,0.0,Urbana,Privada,0.5,Humanidades,0.6428571428571429,0.39622641509433965,0.5833333333333334,0.45161290322580644,No,5k-10k,No,Padres,Local,Solo,Soltero,Ninguna,Si,0.5,0.8,No,Prestigio,Si,No,0.8,Deportes,0.8181818181818182,Prestigio,No,No
127,Femenino,0.4444444444444444,Urbana,Privada,0.5555555555555556,Ingenieria,0.7857142857142857,0.7358490566037735,0.23333333333333334,0.4838709677419355,No,<5k,Si,Otro,Local,Amigos,Soltero,Ninguna,Si,0.3,0.6,Si,Amigos/Familia,Si,Si,0.6,Deportes,0.36363636363636365,Influencia Familiar,No,No
128,Masculino,0.1111111111111111,Rural,Privada,0.7592592592592593,Ciencias Naturales,0.5535714285714286,0.5471698113207547,0.38333333333333336,0.6774193548387096,Si,<5k,No,Padres,Local,Otros,Soltero,Ninguna,No,0.3,0.6,No,Demanda Laboral,No,Si,0.6,Viajar,0.8181818181818182,Prestigio,No,No
129,Masculino,0.2222222222222222,Urbana,Privada,0.3888888888888889,Ciencias Sociales,0.875,0.6792452830188679,0.43333333333333335,0.45161290322580644,Si,5k-10k,Si,Beca,Local,Amigos,Soltero,Ninguna,No,0.3,0.8,Si,Amigos/Familia,No,No,0.8,Tecnología,0.45454545454545453,Renta Económica,Si,No
130,Masculino,0.2222222222222222,Urbana,Privada,0.42592592592592593,Ingenieria,0.6964285714285714,0.5849056603773585,0.4666666666666667,0.25806451612903225,Si,>20k,Si,Beca,Foraneo,Solo,Soltero,Ninguna,Si,0.5,0.8,Si,Prestigio,Si,Si,0.8,Tecnología,0.8181818181818182,Prestigio,No,Si
131,Masculino,0.1111111111111111,Urbana,Privada,0.9629629629629629,Ciencias Naturales,0.8214285714285714,0.5660377358490566,0.6333333333333333,0.5161290322580645,Si,<5k,No,Otro,Local,Solo,Soltero,Ninguna,Si,0.5,0.4,Si,Amigos/Familia,No,No,0.4,Arte,0.45454545454545453,Influencia Familiar,No,No
132,Masculino,0.1111111111111111,Rural,Privada,0.46296296296296297,Humanidades,0.6428571428571429,0.6037735849056604,0.25,0.7419354838709677,No,5k-10k,Si,Padres,Local,Familia,Soltero,Visual,Si,0.4,0.8,Si,Demanda Laboral,Si,Si,0.8,Tecnología,0.18181818181818182,Cercanía,Si,Si
133,Masculino,0.3333333333333333,Urbana,Publica,0.6481481481481481,Ciencias Naturales,0.5,0.41509433962264153,0.2833333333333333,0.6774193548387096,Si,5k-10k,Si,Padres,Foraneo,Otros,Soltero,Auditiva,Si,0.2,0.6,No,Amigos/Familia,Si,Si,0.6,Deportes,0.18181818181818182,Vocación,No,No
134,Femenino,0.0,Urbana,Privada,0.24074074074074073,Ingenieria,0.5357142857142857,0.5660377358490566,0.35,0.5483870967741935,Si,<5k,No,Trabajo Propio,Foraneo,Amigos,Soltero,Ninguna,No,0.5,0.6,No,Demanda Laboral,No,No,0.6,Lectura,0.45454545454545453,Renta Económica,No,No
135,Masculino,0.5555555555555556,Urbana,Publica,0.6481481481481481,Ciencias Naturales,0.5714285714285714,0.37735849056603776,0.4166666666666667,0.45161290322580644,No,5k-10k,No,Trabajo Propio,Local,Amigos,Soltero,Ninguna,No,0.2,0.8,No,Amigos/Familia,Si,No,0.8,Lectura,0.5454545454545454,Cercanía,No,No
136,Masculino,0.3333333333333333,Rural,Privada,0.37037037037037035,Ciencias Naturales,0.6071428571428571,0.49056603773584906,0.45,0.5161290322580645,Si,10k-20k,No,Trabajo Propio,Foraneo,Amigos,Divorciado,Ninguna,No,0.2,1.0,No,Sueldo,Si,Si,1.0,Lectura,0.6363636363636364,Influencia Familiar,No,No
137,Femenino,0.4444444444444444,Rural,Privada,0.07407407407407407,Ingenieria,0.44642857142857145,0.41509433962264153,0.26666666666666666,0.5161290322580645,No,5k-10k,No,Beca,Foraneo,Otros,Soltero,Ninguna,Si,0.2,0.6,Si,Prestigio,No,Si,0.6,Deportes,0.18181818181818182,Cercanía,No,No
138,Femenino,0.2222222222222222,Urbana,Privada,0.4444444444444444,Ciencias Sociales,0.6071428571428571,0.7169811320754716,0.18333333333333332,0.6451612903225806,Si,<5k,Si,Otro,Local,Amigos,Soltero,Ninguna,No,0.5,0.8,No,Demanda Laboral,Si,No,0.8,Viajar,0.5454545454545454,Vocación,Si,No
139,Femenino,0.3333333333333333,Rural,Publica,0.5185185185185185,Arte,0.6428571428571429,0.8113207547169812,0.6,0.5806451612903226,Si,>20k,No,Padres,Foraneo,Familia,Soltero,Ninguna,No,0.6,0.4,No,Gusto Personal,Si,No,0.4,Viajar,0.6363636363636364,Prestigio,Si,No
140,Femenino,0.3333333333333333,Urbana,Publica,0.2962962962962963,Arte,0.5535714285714286,0.660377358490566,0.43333333333333335,0.16129032258064516,No,5k-10k,No,Trabajo Propio,Local,Familia,Soltero,Ninguna,Si,0.4,0.6,No,Gusto Personal,No,No,0.6,Arte,0.36363636363636365,Cercanía,No,No
141,Femenino,0.0,Urbana,Publica,0.42592592592592593,Ingenieria,0.8571428571428571,0.660377358490566,0.4666666666666667,0.41935483870967744,Si,<5k,Si,Trabajo Propio,Local,Otros,Soltero,Ninguna,No,0.5,0.8,Si,Sueldo,No,No,0.8,Deportes,0.6363636363636364,Prestigio,No,No
142,Masculino,0.1111111111111111,Rural,Privada,0.5,Ciencias Sociales,0.7142857142857143,0.4716981132075472,0.5333333333333333,0.3870967741935484,Si,5k-10k,No,Beca,Local,Solo,Casado,Ninguna,No,0.1,0.2,No,Demanda Laboral,No,No,0.2,Deportes,0.36363636363636365,Vocación,Si,No
143,Femenino,0.3333333333333333,Urbana,Privada,0.6111111111111112,Humanidades,0.7857142857142857,0.660377358490566,0.43333333333333335,0.7096774193548387,Si,>20k,No,Otro,Foraneo,Familia,Casado,Ninguna,Si,0.5,0.2,Si,Amigos/Familia,No,Si,0.2,Viajar,0.36363636363636365,Cercanía,Si,Si
144,Masculino,0.3333333333333333,Rural,Privada,0.6296296296296297,Ciencias Naturales,0.6428571428571429,0.8113207547169812,0.3333333333333333,0.6774193548387096,Si,5k-10k,No,Otro,Foraneo,Solo,Soltero,Ninguna,Si,0.3,0.6,No,Amigos/Familia,Si,Si,0.6,Lectura,0.7272727272727273,Influencia Familiar,No,No
145,Femenino,0.2222222222222222,Rural,Privada,0.4444444444444444,Arte,0.7142857142857143,0.4716981132075472,0.43333333333333335,0.45161290322580644,Si,10k-20k,Si,Trabajo Propio,Foraneo,Solo,Soltero,Ninguna,No,0.4,0.6,No,Amigos/Familia,No,Si,0.6,Viajar,0.8181818181818182,Renta Económica,No,No
146,Masculino,0.3333333333333333,Urbana,Publica,0.37037037037037035,Arte,0.7857142857142857,0.660377358490566,0.43333333333333335,0.3225806451612903,No,<5k,Si,Otro,Foraneo,Familia,Soltero,Ninguna,No,0.1,0.4,Si,Amigos/Familia,No,Si,0.4,Viajar,0.45454545454545453,Vocación,Si,No
147,Masculino,0.3333333333333333,Rural,Publica,0.5,Arte,0.75,0.4716981132075472,0.31666666666666665,0.6129032258064516,Si,<5k,No,Padres,Foraneo,Amigos,Soltero,Ninguna,No,0.6,0.8,Si,Demanda Laboral,Si,No,0.8,Lectura,0.36363636363636365,Cercanía,No,Si
148,Femenino,0.3333333333333333,Rural,Publica,0.4444444444444444,Humanidades,0.48214285714285715,0.4339622641509434,0.43333333333333335,0.3225806451612903,Si,>20k,Si,Beca,Foraneo,Familia,Divorciado,Ninguna,Si,0.3,0.4,No,Amigos/Familia,Si,No,0.4,Deportes,0.7272727272727273,Cercanía,Si,Si
149,Femenino,0.2222222222222222,Urbana,Publica,0.7407407407407407,Ciencias Naturales,0.5357142857142857,0.8490566037735849,0.6333333333333333,0.7096774193548387,Si,5k-10k,No,Otro,Local,Familia,Soltero,Ninguna,No,0.5,1.0,No,Sueldo,No,Si,1.0,Viajar,0.2727272727272727,Cercanía,Si,No
150,Femenino,0.2222222222222222,Rural,Privada,0.07407407407407407,Humanidades,0.42857142857142855,0.7169811320754716,0.6833333333333333,0.3870967741935484,No,10k-20k,Si,Beca,Foraneo,Amigos,Soltero,Ninguna,Si,0.4,0.8,No,Amigos/Familia,Si,No,0.8,Arte,0.7272727272727273,Vocación,No,No
151,Femenino,0.0,Urbana,Publica,0.2777777777777778,Humanidades,0.5178571428571429,0.7547169811320755,0.5,0.6129032258064516,No,5k-10k,No,Beca,Local,Otros,Divorciado,Visual,No,0.5,0.6,Si,Prestigio,Si,No,0.6,Tecnología,0.45454545454545453,Vocación,No,Si
152,Masculino,0.5555555555555556,Rural,Publica,0.48148148148148145,Ingenieria,0.6964285714285714,0.3584905660377358,0.38333333333333336,0.8064516129032258,No,10k-20k,No,Beca,Foraneo,Otros,Soltero,Ninguna,Si,0.4,0.8,Si,Demanda Laboral,Si,No,0.8,Viajar,0.5454545454545454,Prestigio,No,No
153,Femenino,0.0,Urbana,Privada,0.6481481481481481,Ciencias Sociales,0.7321428571428571,0.37735849056603776,0.5666666666666667,0.25806451612903225,Si,<5k,No,Padres,Foraneo,Amigos,Soltero,Visual,No,0.3,0.8,No,Demanda Laboral,No,Si,0.8,Tecnología,0.5454545454545454,Renta Económica,Si,Si
154,Masculino,0.3333333333333333,Rural,Publica,0.7222222222222222,Humanidades,0.4642857142857143,0.8301886792452831,0.2833333333333333,0.3225806451612903,No,>20k,Si,Padres,Foraneo,Otros,Soltero,Ninguna,Si,0.1,0.8,Si,Amigos/Familia,No,No,0.8,Viajar,0.36363636363636365,Influencia Familiar,No,Si
155,Masculino,0.2222222222222222,Urbana,Privada,0.6111111111111112,Arte,0.3392857142857143,0.9245283018867925,0.6833333333333333,0.5806451612903226,No,5k-10k,No,Beca,Foraneo,Familia,Soltero,Ninguna,Si,0.6,0.6,No,Demanda Laboral,Si,No,0.6,Deportes,0.36363636363636365,Cercanía,Si,No
156,Masculino,0.2222222222222222,Rural,Privada,0.6296296296296297,Arte,0.5714285714285714,0.660377358490566,0.4666666666666667,0.6774193548387096,Si,<5k,Si,Trabajo Propio,Local,Solo,Divorciado,Ninguna,No,0.6,0.8,Si,Amigos/Familia,Si,Si,0.8,Tecnología,0.9090909090909091,Renta Económica,Si,Si
157,Masculino,0.1111111111111111,Rural,Publica,0.6851851851851852,Humanidades,0.875,0.660377358490566,0.5166666666666667,0.5161290322580645,Si,<5k,No,Trabajo Propio,Foraneo,Familia,Casado,Ninguna,No,0.4,0.4,No,Demanda Laboral,No,Si,0.4,Tecnología,0.36363636363636365,Influencia Familiar,No,Si
158,Femenino,0.3333333333333333,Rural,Privada,0.48148148148148145,Ciencias Naturales,0.4642857142857143,0.4716981132075472,0.6333333333333333,0.5483870967741935,Si,<5k,No,Beca,Local,Solo,Soltero,Ninguna,Si,0.4,0.8,Si,Amigos/Familia,Si,Si,0.8,Tecnología,0.5454545454545454,Cercanía,Si,No
159,Masculino,0.1111111111111111,Urbana,Publica,0.24074074074074073,Ingenieria,0.6607142857142857,0.3018867924528302,0.6333333333333333,0.5806451612903226,No,5k-10k,No,Beca,Foraneo,Solo,Divorciado,Ninguna,Si,0.5,0.4,Si,Amigos/Familia,Si,No,0.4,Arte,0.2727272727272727,Cercanía,No,No
