genero,edad,ubicacion,tipo_escuela,transporte_a_la_escuela,area_de_la_carrera,promedio_inicial,promedio_medio,promedio_final,horas_estudio_semanal,otra_carrera_previa,nivel_ingresos_rango,trabaja,apoyo_economico,foraneo_o_local,con_quien_vive,estado_civil,discapacidad,problemas_socioeconomicos,horas_sueño,nivel_estres_percibido,recibio_orientacion_vocacional,razon_principal_eleccion_carrera,problemas_familiares,problemas_psicologicos,nivel_de_satisfaccion,hobbies,amigos_cercanos,motivo_eleccion_carrera,expectativas_cumplidas,deserto
Femenino,20,Urbana,Privada,29,Humanidades,67,86,74,17,Si,<5k,No,Otro,Local,Amigos,Soltero,Ninguna,Si,8,3,Si,Prestigio,No,No,3,Lectura,3,Cercanía,No,No
Femenino,21,Urbana,Privada,23,Ciencias Naturales,87,68,55,24,No,10k-20k,No,Otro,Local,Otros,Casado,Ninguna,No,4,3,No,Gusto Personal,No,Si,4,Viajar,4,Prestigio,No,No
Femenino,22,Urbana,Privada,34,Humanidades,76,80,77,16,Si,5k-10k,Si,Padres,Local,Familia,Soltero,Ninguna,Si,5,2,No,Gusto Personal,No,Si,3,Lectura,6,Prestigio,Si,No
Masculino,22,Rural,Publica,12,Ciencias Sociales,51,82,58,10,No,<5k,Si,Trabajo Propio,Foraneo,Familia,Casado,Motriz,Si,7,4,No,Prestigio,No,Si,2,Lectura,7,Prestigio,No,No
Masculino,21,Urbana,Publica,34,Ciencias Sociales,100,87,72,18,No,<5k,No,Trabajo Propio,Local,Solo,Soltero,Ninguna,No,4,2,Si,Prestigio,Si,No,2,Tecnología,2,Prestigio,No,No
Femenino,19,Rural,Publica,20,Ciencias Sociales,71,74,53,10,No,5k-10k,Si,Padres,Foraneo,Otros,Soltero,Ninguna,No,7,1,No,Sueldo,Si,No,3,Arte,4,Prestigio,Si,Si
Masculino,20,Urbana,Publica,41,Ciencias Sociales,71,64,75,18,Si,<5k,Si,Beca,Foraneo,Solo,Casado,Ninguna,No,7,3,No,Amigos/Familia,Si,No,4,Viajar,6,Influencia Familiar,No,No
Masculino,22,Rural,Publica,36,Humanidades,91,85,55,17,No,>20k,Si,Beca,Local,Otros,Soltero,Ninguna,No,7,4,Si,Gusto Personal,No,Si,4,Tecnología,3,Renta Económica,No,No
Masculino,19,Rural,Privada,56,Ciencias Naturales,100,66,75,23,No,5k-10k,Si,Padres,Foraneo,Solo,Soltero,Motriz,No,7,3,No,Demanda Laboral,No,No,5,Tecnología,8,Prestigio,Si,No
Masculino,19,Urbana,Publica,33,Ciencias Sociales,91,76,71,16,Si,5k-10k,No,Beca,Local,Solo,Soltero,Ninguna,Si,6,4,Si,Prestigio,Si,No,3,Arte,2,Prestigio,Si,Si
Masculino,18,Rural,Publica,19,Ciencias Naturales,90,73,79,19,Si,5k-10k,No,Trabajo Propio,Local,Otros,Soltero,Ninguna,No,5,2,Si,Sueldo,No,No,1,Deportes,9,Vocación,No,No
Femenino,23,Rural,Privada,34,Ingenieria,80,78,66,25,No,5k-10k,No,Otro,Foraneo,Solo,Divorciado,Ninguna,Si,6,2,No,Prestigio,No,Si,2,Tecnología,7,Cercanía,No,No
Femenino,23,Urbana,Privada,17,Ingenieria,69,86,65,22,Si,5k-10k,No,Otro,Foraneo,Otros,Soltero,Ninguna,No,5,0,Si,Amigos/Familia,Si,No,4,Deportes,4,Prestigio,Si,Si
Masculino,20,Rural,Publica,36,Ingenieria,80,82,57,19,Si,>20k,Si,Beca,Local,Amigos,Casado,Ninguna,Si,6,2,No,Amigos/Familia,No,Si,2,Arte,5,Vocación,Si,No
Masculino,19,Urbana,Publica,52,Ingenieria,85,69,73,8,No,<5k,Si,Beca,Local,Familia,Soltero,Ninguna,Si,4,3,Si,Amigos/Familia,Si,Si,2,Arte,7,Influencia Familiar,No,No
Masculino,21,Rural,Privada,17,Ciencias Naturales,61,74,59,10,Si,<5k,Si,Trabajo Propio,Local,Familia,Soltero,Ninguna,No,7,1,Si,Gusto Personal,Si,Si,3,Deportes,7,Influencia Familiar,Si,No
Femenino,20,Urbana,Publica,26,Ingenieria,88,67,55,9,Si,5k-10k,No,Padres,Foraneo,Otros,Soltero,Ninguna,No,5,3,No,Amigos/Familia,Si,No,2,Lectura,3,Prestigio,No,Si
Masculino,18,Urbana,Privada,32,Ciencias Naturales,86,60,69,18,No,5k-10k,Si,Beca,Foraneo,Amigos,Soltero,Ninguna,No,8,1,Si,Amigos/Familia,Si,Si,4,Arte,5,Renta Económica,No,No
Femenino,20,Rural,Publica,29,Arte,76,65,71,26,No,5k-10k,No,Otro,Local,Otros,Soltero,Ninguna,Si,5,3,No,Demanda Laboral,Si,No,4,Deportes,2,Cercanía,No,Si
Masculino,21,Rural,Publica,35,Ciencias Sociales,84,67,54,6,Si,>20k,Si,Padres,Local,Solo,Soltero,Ninguna,Si,6,2,Si,Amigos/Familia,No,Si,4,Arte,8,Vocación,Si,No
Femenino,20,Rural,Publica,22,Ciencias Naturales,91,80,86,18,Si,>20k,No,Trabajo Propio,Foraneo,Solo,Soltero,Ninguna,Si,8,2,Si,Sueldo,No,No,3,Lectura,4,Renta Económica,Si,No
Femenino,20,Rural,Privada,25,Humanidades,73,61,58,8,No,5k-10k,Si,Beca,Foraneo,Otros,Soltero,Ninguna,Si,8,1,Si,Prestigio,Si,Si,5,Tecnología,5,Prestigio,No,No
Masculino,19,Urbana,Privada,33,Ingenieria,70,59,56,14,No,5k-10k,No,Padres,Local,Amigos,Soltero,Ninguna,Si,7,0,Si,Demanda Laboral,No,No,3,Lectura,4,Influencia Familiar,Si,No
Masculino,20,Urbana,Publica,24,Arte,86,65,91,10,No,5k-10k,No,Padres,Foraneo,Solo,Soltero,Ninguna,No,8,1,Si,Sueldo,No,Si,3,Viajar,5,Prestigio,No,No
Masculino,20,Rural,Privada,34,Ciencias Sociales,70,60,45,12,No,5k-10k,No,Trabajo Propio,Foraneo,Amigos,Soltero,Auditiva,No,6,3,Si,Amigos/Familia,No,Si,3,Tecnología,6,Cercanía,No,Si
Femenino,19,Rural,Privada,37,Ciencias Sociales,73,88,75,22,No,<5k,Si,Trabajo Propio,Foraneo,Otros,Soltero,Ninguna,Si,8,2,No,Sueldo,Si,No,5,Deportes,3,Renta Económica,Si,Si
Masculino,20,Rural,Publica,5,Ciencias Naturales,77,60,81,9,Si,10k-20k,No,Beca,Local,Familia,Soltero,Ninguna,No,5,3,No,Prestigio,No,Si,2,Lectura,3,Prestigio,No,No
Masculino,22,Urbana,Privada,36,Ciencias Sociales,98,72,72,16,Si,5k-10k,Si,Trabajo Propio,Foraneo,Familia,Casado,Ninguna,Si,6,1,No,Prestigio,No,No,5,Arte,5,Vocación,No,Si
Femenino,21,Rural,Publica,26,Humanidades,73,78,93,18,No,<5k,Si,Trabajo Propio,Foraneo,Solo,Soltero,Ninguna,No,5,4,No,Gusto Personal,Si,No,1,Arte,5,Influencia Familiar,Si,No
Masculino,23,Urbana,Publica,36,Ciencias Sociales,81,59,54,12,No,<5k,No,Otro,Local,Otros,Casado,Ninguna,Si,5,1,Si,Gusto Personal,No,No,3,Viajar,5,Prestigio,Si,No
Masculino,20,Urbana,Privada,37,Ciencias Naturales,92,81,79,14,Si,>20k,Si,Trabajo Propio,Foraneo,Solo,Soltero,Ninguna,Si,7,3,Si,Prestigio,Si,No,3,Lectura,5,Cercanía,Si,No
Masculino,21,Rural,Privada,28,Ciencias Naturales,81,85,70,9,No,5k-10k,No,Beca,Foraneo,Amigos,Soltero,Ninguna,Si,7,2,Si,Demanda Laboral,Si,No,3,Arte,1,Prestigio,No,No
Femenino,22,Urbana,Privada,43,Ciencias Naturales,72,79,64,19,Si,10k-20k,Si,Beca,Foraneo,Amigos,Soltero,Ninguna,No,5,1,No,Sueldo,No,No,3,Tecnología,2,Influencia Familiar,Si,No
Femenino,21,Urbana,Publica,22,Arte,75,67,74,14,Si,<5k,Si,Beca,Foraneo,Amigos,Divorciado,Ninguna,Si,5,2,No,Sueldo,Si,No,3,Lectura,5,Vocación,Si,No
Femenino,19,Rural,Privada,28,Ciencias Naturales,95,66,47,9,Si,5k-10k,No,Padres,Local,Solo,Soltero,Ninguna,Si,4,0,No,Gusto Personal,Si,Si,3,Arte,6,Cercanía,Si,No
Femenino,19,Rural,Publica,25,Arte,76,72,77,12,Si,5k-10k,Si,Beca,Foraneo,Otros,Soltero,Ninguna,No,7,3,No,Sueldo,No,No,1,Viajar,7,Prestigio,No,Si
Femenino,23,Rural,Privada,36,Ciencias Sociales,71,76,80,14,No,5k-10k,No,Padres,Local,Otros,Soltero,Ninguna,Si,7,2,Si,Amigos/Familia,Si,No,4,Lectura,6,Vocación,Si,No
Femenino,21,Urbana,Publica,32,Ciencias Naturales,71,73,61,19,Si,5k-10k,No,Padres,Foraneo,Otros,Soltero,Ninguna,Si,8,0,Si,Prestigio,No,Si,5,Viajar,1,Prestigio,No,No
Femenino,19,Urbana,Privada,37,Humanidades,85,65,71,14,Si,<5k,No,Trabajo Propio,Local,Otros,Soltero,Ninguna,Si,7,3,No,Prestigio,Si,No,4,Tecnología,6,Renta Económica,No,No
Masculino,18,Rural,Publica,37,Ingenieria,71,65,89,16,Si,5k-10k,No,Beca,Foraneo,Amigos,Soltero,Ninguna,Si,8,1,No,Demanda Laboral,Si,Si,2,Deportes,4,Prestigio,Si,No
Masculino,20,Rural,Privada,26,Humanidades,85,62,67,17,Si,10k-20k,Si,Otro,Foraneo,Familia,Soltero,Ninguna,No,6,2,No,Demanda Laboral,No,No,2,Deportes,10,Influencia Familiar,No,No
Masculino,19,Rural,Publica,30,Humanidades,79,80,68,24,Si,10k-20k,Si,Beca,Foraneo,Solo,Casado,Ninguna,No,9,2,No,Sueldo,No,No,3,Viajar,9,Prestigio,No,No
Femenino,21,Urbana,Privada,32,Humanidades,71,60,93,16,No,<5k,Si,Trabajo Propio,Foraneo,Familia,Casado,Visual,Si,6,3,No,Gusto Personal,No,Si,3,Viajar,9,Renta Económica,No,No
Masculino,22,Rural,Publica,43,Arte,82,75,58,20,Si,5k-10k,Si,Otro,Local,Otros,Soltero,Ninguna,No,4,2,Si,Prestigio,Si,Si,2,Deportes,3,Prestigio,No,No
Femenino,20,Rural,Privada,15,Ciencias Naturales,76,75,72,17,No,10k-20k,No,Beca,Foraneo,Solo,Soltero,Ninguna,Si,6,3,No,Amigos/Familia,Si,No,3,Viajar,0,Prestigio,No,No
Masculino,19,Urbana,Privada,34,Humanidades,87,74,74,14,No,5k-10k,No,Padres,Foraneo,Otros,Soltero,Ninguna,No,4,2,Si,Demanda Laboral,Si,Si,0,Tecnología,1,Prestigio,Si,Si
Femenino,22,Rural,Publica,30,Humanidades,74,85,76,21,No,<5k,No,Padres,Local,Solo,Soltero,Ninguna,Si,6,2,Si,Demanda Laboral,No,No,3,Deportes,3,Renta Económica,Si,Si
Masculino,23,Urbana,Publica,35,Ingenieria,92,67,59,19,No,<5k,No,Padres,Local,Amigos,Soltero,Ninguna,No,6,4,No,Gusto Personal,Si,No,3,Tecnología,10,Prestigio,No,No
Femenino,21,Rural,Privada,29,Ingenieria,100,74,59,18,Si,10k-20k,Si,Trabajo Propio,Local,Amigos,Soltero,Motriz,No,5,3,No,Sueldo,No,No,3,Deportes,5,Renta Económica,Si,Si
Femenino,21,Urbana,Privada,34,Ciencias Sociales,69,79,81,15,Si,10k-20k,No,Beca,Local,Amigos,Soltero,Ninguna,Si,5,2,No,Prestigio,Si,Si,4,Tecnología,5,Cercanía,Si,No
Masculino,19,Urbana,Privada,31,Arte,66,72,75,18,Si,5k-10k,Si,Padres,Local,Solo,Casado,Ninguna,Si,5,2,No,Gusto Personal,Si,No,4,Tecnología,2,Vocación,No,Si
Femenino,21,Rural,Publica,37,Ingenieria,82,77,67,14,No,5k-10k,Si,Beca,Local,Otros,Soltero,Visual,Si,4,3,No,Gusto Personal,No,Si,4,Lectura,5,Vocación,Si,Si
Masculino,18,Rural,Privada,41,Ingenieria,77,71,77,10,No,5k-10k,Si,Padres,Foraneo,Familia,Soltero,Ninguna,Si,8,1,No,Demanda Laboral,Si,No,3,Deportes,7,Renta Económica,No,No
Masculino,22,Urbana,Privada,29,Arte,63,93,75,9,No,5k-10k,No,Otro,Foraneo,Otros,Soltero,Ninguna,Si,5,1,No,Gusto Personal,No,Si,3,Deportes,2,Vocación,No,Si
Masculino,19,Urbana,Publica,35,Ingenieria,94,76,74,16,No,>20k,No,Beca,Local,Otros,Soltero,Ninguna,No,7,2,No,Gusto Personal,Si,Si,4,Deportes,10,Prestigio,Si,No
Femenino,20,Rural,Privada,17,Ciencias Sociales,78,81,74,13,Si,5k-10k,Si,Trabajo Propio,Local,Otros,Casado,Ninguna,No,8,2,No,Amigos/Familia,No,Si,4,Viajar,6,Influencia Familiar,Si,No
Femenino,20,Urbana,Privada,37,Ingenieria,76,75,78,22,Si,5k-10k,Si,Trabajo Propio,Foraneo,Otros,Casado,Ninguna,No,7,3,No,Amigos/Familia,Si,Si,1,Viajar,4,Renta Económica,No,No
Femenino,21,Rural,Publica,32,Ingenieria,65,57,73,14,No,5k-10k,No,Beca,Foraneo,Amigos,Soltero,Ninguna,No,4,3,No,Amigos/Familia,No,Si,2,Viajar,6,Prestigio,No,No
Femenino,20,Rural,Publica,42,Ciencias Naturales,90,94,61,11,Si,10k-20k,No,Beca,Foraneo,Familia,Soltero,Ninguna,Si,6,4,No,Sueldo,Si,Si,4,Tecnología,5,Prestigio,Si,Si
Masculino,21,Urbana,Publica,18,Arte,69,69,72,13,Si,>20k,No,Trabajo Propio,Local,Otros,Soltero,Cognitiva,Si,7,3,Si,Gusto Personal,Si,No,4,Deportes,6,Vocación,No,No
Femenino,22,Rural,Privada,26,Ciencias Sociales,69,84,77,10,No,10k-20k,Si,Otro,Foraneo,Solo,Soltero,Ninguna,Si,3,2,Si,Amigos/Familia,No,No,4,Deportes,3,Renta Económica,Si,No
Masculino,18,Rural,Privada,40,Arte,92,73,64,21,No,10k-20k,No,Trabajo Propio,Foraneo,Solo,Soltero,Ninguna,No,4,4,Si,Demanda Laboral,No,Si,1,Viajar,4,Vocación,Si,Si
Femenino,18,Rural,Privada,28,Ciencias Sociales,95,76,93,14,No,5k-10k,No,Beca,Foraneo,Familia,Soltero,Visual,No,7,0,No,Gusto Personal,No,Si,4,Viajar,2,Cercanía,No,No
Femenino,23,Rural,Publica,39,Arte,57,87,72,15,No,5k-10k,No,Beca,Local,Amigos,Casado,Ninguna,No,5,2,No,Sueldo,No,No,3,Lectura,4,Prestigio,No,Si
Masculino,24,Rural,Publica,31,Ciencias Sociales,71,75,80,8,Si,5k-10k,Si,Beca,Foraneo,Solo,Divorciado,Ninguna,No,4,1,Si,Amigos/Familia,No,Si,3,Tecnología,4,Cercanía,No,No
Masculino,18,Urbana,Privada,28,Ciencias Naturales,71,67,85,20,No,>20k,No,Beca,Local,Otros,Soltero,Ninguna,Si,6,2,No,Prestigio,No,Si,2,Deportes,4,Renta Económica,No,Si
Femenino,22,Rural,Privada,38,Humanidades,87,72,81,8,Si,5k-10k,No,Beca,Foraneo,Amigos,Soltero,Ninguna,Si,5,2,No,Sueldo,Si,Si,4,Arte,5,Vocación,No,No
Femenino,19,Rural,Privada,34,Arte,76,73,86,11,No,5k-10k,No,Beca,Local,Amigos,Soltero,Ninguna,No,8,2,No,Gusto Personal,No,Si,4,Deportes,7,Influencia Familiar,Si,No
Masculino,22,Urbana,Publica,41,Ciencias Sociales,74,74,78,17,No,<5k,Si,Otro,Local,Otros,Soltero,Ninguna,No,7,3,Si,Amigos/Familia,No,Si,2,Viajar,4,Cercanía,No,Si
Masculino,22,Rural,Publica,21,Humanidades,74,71,74,17,No,5k-10k,No,Otro,Local,Solo,Soltero,Ninguna,No,5,2,Si,Sueldo,No,Si,4,Tecnología,5,Influencia Familiar,No,Si
Femenino,18,Rural,Publica,40,Ingenieria,76,76,75,16,Si,5k-10k,No,Trabajo Propio,Local,Otros,Casado,Ninguna,No,7,3,Si,Amigos/Familia,Si,Si,4,Viajar,4,Prestigio,No,Si
Femenino,24,Rural,Privada,9,Ciencias Sociales,100,76,67,14,Si,10k-20k,No,Beca,Foraneo,Otros,Soltero,Ninguna,No,6,2,No,Amigos/Familia,No,No,4,Tecnología,4,Influencia Familiar,Si,No
Masculino,21,Rural,Privada,37,Ingenieria,75,66,60,15,Si,5k-10k,No,Otro,Local,Otros,Soltero,Motriz,Si,7,3,No,Prestigio,Si,No,4,Arte,6,Prestigio,Si,No
Masculino,18,Rural,Publica,17,Humanidades,79,72,87,23,No,10k-20k,No,Beca,Foraneo,Solo,Soltero,Ninguna,Si,5,2,No,Gusto Personal,No,No,4,Tecnología,10,Vocación,No,No
Femenino,22,Urbana,Privada,33,Ciencias Sociales,98,85,56,17,No,5k-10k,No,Trabajo Propio,Local,Amigos,Soltero,Ninguna,Si,8,2,Si,Sueldo,No,Si,2,Deportes,4,Cercanía,Si,No
Femenino,21,Rural,Publica,19,Ciencias Sociales,82,74,63,3,No,<5k,Si,Beca,Local,Solo,Soltero,Ninguna,Si,9,2,No,Sueldo,No,Si,4,Arte,2,Influencia Familiar,Si,No
Masculino,19,Rural,Publica,25,Ciencias Sociales,82,76,70,16,Si,5k-10k,No,Beca,Local,Otros,Soltero,Ninguna,No,3,3,No,Amigos/Familia,Si,Si,4,Tecnología,7,Prestigio,No,Si
Masculino,20,Urbana,Publica,28,Ciencias Naturales,61,76,82,23,Si,<5k,Si,Beca,Foraneo,Otros,Soltero,Ninguna,Si,6,2,Si,Gusto Personal,Si,Si,3,Viajar,2,Cercanía,No,Si
Femenino,22,Rural,Publica,9,Ingenieria,81,70,60,24,No,10k-20k,No,Trabajo Propio,Foraneo,Otros,Casado,Ninguna,Si,5,2,Si,Amigos/Familia,Si,No,3,Arte,2,Prestigio,No,No
Masculino,20,Urbana,Privada,18,Humanidades,93,75,70,11,Si,<5k,No,Otro,Foraneo,Familia,Soltero,Ninguna,Si,6,1,Si,Demanda Laboral,No,No,3,Tecnología,5,Renta Económica,Si,Si
Femenino,22,Urbana,Privada,28,Arte,81,64,58,16,No,>20k,No,Beca,Foraneo,Solo,Soltero,Ninguna,Si,4,3,No,Gusto Personal,No,Si,3,Arte,5,Prestigio,Si,No
Masculino,25,Rural,Privada,32,Ciencias Sociales,79,74,79,19,No,5k-10k,No,Padres,Local,Familia,Soltero,Ninguna,No,9,2,Si,Amigos/Familia,No,No,5,Deportes,7,Influencia Familiar,Si,No
Femenino,19,Urbana,Privada,29,Arte,74,80,56,9,No,5k-10k,No,Otro,Local,Familia,Soltero,Ninguna,Si,7,1,Si,Demanda Laboral,Si,No,5,Deportes,7,Vocación,Si,No
Masculino,21,Rural,Publica,34,Humanidades,86,76,77,18,No,5k-10k,Si,Beca,Local,Solo,Soltero,Ninguna,Si,7,2,No,Gusto Personal,Si,Si,4,Viajar,2,Renta Económica,No,No
Femenino,26,Urbana,Privada,28,Ciencias Naturales,75,81,73,17,Si,5k-10k,No,Padres,Local,Otros,Soltero,Ninguna,Si,6,3,Si,Gusto Personal,No,No,4,Arte,4,Cercanía,No,Si
Femenino,22,Urbana,Privada,36,Arte,89,83,78,12,No,10k-20k,Si,Beca,Foraneo,Otros,Casado,Ninguna,Si,6,3,Si,Amigos/Familia,Si,No,3,Arte,7,Influencia Familiar,No,Si
Femenino,20,Urbana,Privada,27,Arte,67,75,84,10,No,10k-20k,No,Otro,Foraneo,Amigos,Divorciado,Ninguna,No,5,2,Si,Sueldo,No,Si,3,Deportes,7,Prestigio,No,No
Masculino,20,Urbana,Privada,33,Ciencias Sociales,77,60,81,13,No,5k-10k,No,Beca,Local,Amigos,Casado,Ninguna,No,6,4,Si,Sueldo,Si,Si,4,Tecnología,6,Vocación,Si,Si
Femenino,20,Rural,Privada,33,Ingenieria,80,88,81,13,Si,5k-10k,No,Trabajo Propio,Foraneo,Familia,Soltero,Ninguna,Si,6,2,No,Prestigio,No,No,2,Arte,4,Renta Económica,No,Si
Masculino,21,Rural,Privada,33,Humanidades,78,70,63,11,No,5k-10k,Si,Padres,Foraneo,Solo,Soltero,Ninguna,Si,7,2,No,Amigos/Familia,No,No,4,Deportes,5,Cercanía,Si,No
Masculino,21,Urbana,Privada,23,Humanidades,95,76,89,18,Si,5k-10k,No,Padres,Local,Solo,Soltero,Ninguna,No,9,2,Si,Prestigio,Si,Si,0,Deportes,4,Renta Económica,No,No
Masculino,21,Urbana,Publica,42,Ciencias Naturales,80,73,65,16,Si,>20k,Si,Beca,Foraneo,Amigos,Soltero,Ninguna,No,6,1,Si,Prestigio,No,Si,4,Tecnología,5,Prestigio,Si,No
Masculino,20,Rural,Privada,29,Ciencias Naturales,85,68,73,8,Si,5k-10k,Si,Otro,Local,Solo,Casado,Ninguna,Si,6,3,Si,Demanda Laboral,No,No,2,Tecnología,3,Vocación,No,No
Masculino,22,Urbana,Privada,37,Ciencias Sociales,70,77,76,16,Si,10k-20k,No,Padres,Local,Otros,Soltero,Ninguna,Si,6,3,Si,Prestigio,Si,Si,5,Arte,2,Cercanía,Si,No
Masculino,20,Urbana,Publica,28,Arte,74,69,62,17,No,<5k,Si,Beca,Local,Amigos,Casado,Ninguna,Si,8,3,Si,Sueldo,Si,Si,2,Lectura,4,Cercanía,No,Si
Masculino,22,Urbana,Publica,33,Ciencias Sociales,88,55,74,6,Si,<5k,Si,Trabajo Propio,Local,Otros,Soltero,Ninguna,No,6,3,Si,Sueldo,Si,Si,4,Deportes,2,Influencia Familiar,Si,Si
Femenino,18,Rural,Publica,20,Arte,92,61,60,13,No,>20k,No,Beca,Local,Amigos,Soltero,Ninguna,Si,4,1,No,Demanda Laboral,No,No,3,Viajar,8,Renta Económica,Si,No
Femenino,18,Urbana,Privada,39,Ingenieria,78,71,64,21,Si,10k-20k,No,Trabajo Propio,Local,Solo,Soltero,Ninguna,No,6,4,No,Prestigio,Si,Si,5,Arte,4,Cercanía,No,No
Masculino,21,Urbana,Publica,35,Ciencias Sociales,74,72,77,15,Si,<5k,No,Beca,Local,Solo,Soltero,Ninguna,No,6,2,No,Demanda Laboral,No,No,3,Deportes,2,Prestigio,No,Si
Masculino,21,Rural,Privada,27,Humanidades,85,80,94,10,Si,5k-10k,Si,Trabajo Propio,Foraneo,Familia,Soltero,Ninguna,No,6,2,Si,Demanda Laboral,No,No,4,Lectura,7,Prestigio,No,No
Masculino,22,Urbana,Privada,45,Arte,63,89,74,9,No,10k-20k,Si,Padres,Foraneo,Solo,Soltero,Ninguna,No,5,2,Si,Gusto Personal,Si,No,3,Viajar,6,Cercanía,No,Si
Masculino,19,Rural,Privada,19,Arte,84,87,82,21,No,<5k,Si,Beca,Foraneo,Otros,Soltero,Ninguna,No,6,2,Si,Demanda Laboral,Si,Si,3,Tecnología,4,Vocación,No,No
Masculino,20,Rural,Publica,31,Ciencias Naturales,75,99,70,13,Si,<5k,Si,Beca,Local,Amigos,Soltero,Ninguna,Si,6,1,No,Gusto Personal,Si,No,1,Viajar,5,Prestigio,Si,No
Masculino,18,Rural,Privada,36,Ciencias Sociales,88,60,79,12,No,<5k,Si,Padres,Foraneo,Familia,Soltero,Ninguna,No,7,1,No,Demanda Laboral,No,No,4,Lectura,3,Vocación,Si,Si
Masculino,23,Urbana,Publica,35,Ciencias Sociales,89,76,72,15,Si,10k-20k,No,Otro,Local,Amigos,Soltero,Ninguna,No,5,1,No,Gusto Personal,Si,Si,4,Deportes,7,Renta Económica,Si,Si
Masculino,18,Rural,Publica,10,Ciencias Naturales,93,69,95,18,No,>20k,No,Padres,Local,Solo,Soltero,Ninguna,No,6,3,Si,Sueldo,Si,Si,4,Lectura,6,Influencia Familiar,No,No
Femenino,22,Rural,Publica,49,Humanidades,76,73,71,8,Si,5k-10k,No,Beca,Foraneo,Solo,Soltero,Ninguna,No,6,3,Si,Amigos/Familia,Si,No,4,Arte,6,Renta Económica,No,No
Femenino,21,Rural,Publica,28,Humanidades,57,80,78,13,No,5k-10k,Si,Trabajo Propio,Foraneo,Solo,Soltero,Ninguna,No,7,1,No,Demanda Laboral,No,No,3,Arte,8,Cercanía,No,No
Femenino,18,Rural,Privada,22,Humanidades,86,81,85,17,Si,>20k,No,Trabajo Propio,Local,Otros,Soltero,Ninguna,Si,8,1,No,Amigos/Familia,Si,Si,4,Viajar,5,Cercanía,Si,No
Masculino,23,Urbana,Publica,27,Arte,73,63,65,12,Si,5k-10k,Si,Padres,Local,Solo,Soltero,Ninguna,Si,7,0,No,Amigos/Familia,Si,No,4,Tecnología,1,Influencia Familiar,Si,Si
Masculino,22,Rural,Privada,21,Ciencias Naturales,64,71,56,12,Si,5k-10k,Si,Padres,Foraneo,Familia,Soltero,Ninguna,Si,6,3,Si,Prestigio,Si,No,4,Lectura,4,Renta Económica,Si,Si
Femenino,24,Rural,Privada,28,Ciencias Sociales,72,79,56,17,Si,>20k,Si,Padres,Foraneo,Otros,Soltero,Ninguna,Si,7,0,Si,Amigos/Familia,No,No,2,Tecnología,6,Influencia Familiar,Si,No
Femenino,20,Urbana,Publica,33,Arte,71,70,59,23,No,5k-10k,No,Trabajo Propio,Local,Amigos,Casado,Ninguna,Si,7,2,No,Demanda Laboral,No,No,2,Arte,3,Renta Económica,Si,No
Femenino,20,Rural,Publica,29,Arte,81,65,67,13,No,5k-10k,Si,Otro,Local,Familia,Soltero,Ninguna,No,4,2,No,Sueldo,Si,No,4,Viajar,5,Vocación,Si,No
Masculino,19,Rural,Publica,33,Ingenieria,82,70,48,15,Si,5k-10k,No,Beca,Local,Familia,Soltero,Ninguna,No,5,3,No,Amigos/Familia,Si,Si,1,Deportes,4,Influencia Familiar,Si,No
Femenino,18,Rural,Privada,14,Arte,73,64,60,23,Si,5k-10k,Si,Trabajo Propio,Foraneo,Solo,Soltero,Ninguna,No,5,2,Si,Sueldo,Si,Si,4,Lectura,5,Prestigio,Si,No
Masculino,21,Rural,Privada,23,Arte,73,76,75,14,No,5k-10k,Si,Otro,Local,Otros,Soltero,Ninguna,No,6,2,Si,Amigos/Familia,No,No,4,Deportes,9,Cercanía,Si,Si
Masculino,19,Urbana,Publica,18,Humanidades,75,70,78,13,No,>20k,No,Otro,Foraneo,Solo,Soltero,Auditiva,No,7,3,No,Demanda Laboral,No,Si,3,Deportes,4,Prestigio,No,No
Femenino,19,Rural,Publica,15,Humanidades,78,83,82,15,No,<5k,Si,Padres,Foraneo,Amigos,Casado,Ninguna,Si,8,3,No,Amigos/Familia,Si,Si,3,Deportes,9,Vocación,No,No
Femenino,19,Urbana,Publica,34,Ciencias Naturales,89,62,64,19,No,5k-10k,Si,Trabajo Propio,Foraneo,Amigos,Casado,Ninguna,Si,5,3,No,Prestigio,Si,No,4,Lectura,9,Influencia Familiar,No,No
Femenino,20,Rural,Privada,36,Humanidades,73,94,62,10,Si,5k-10k,Si,Beca,Foraneo,Solo,Soltero,Ninguna,Si,6,2,Si,Sueldo,Si,No,4,Lectura,9,Influencia Familiar,Si,No
Femenino,22,Rural,Privada,27,Arte,90,70,83,19,Si,<5k,No,Trabajo Propio,Foraneo,Amigos,Casado,Ninguna,No,4,3,No,Amigos/Familia,No,No,3,Deportes,9,Renta Económica,No,Si
Masculino,22,Urbana,Privada,47,Arte,74,68,79,16,No,<5k,No,Padres,Local,Solo,Casado,Ninguna,No,4,3,No,Sueldo,Si,No,4,Viajar,4,Renta Económica,Si,No
Femenino,23,Urbana,Privada,30,Ciencias Naturales,66,86,58,17,Si,5k-10k,Si,Trabajo Propio,Local,Otros,Soltero,Ninguna,Si,8,3,No,Gusto Personal,Si,No,4,Deportes,6,Cercanía,No,No
Masculino,18,Urbana,Privada,41,Ingenieria,67,79,56,21,Si,<5k,No,Beca,Local,Familia,Soltero,Ninguna,No,6,3,No,Demanda Laboral,No,No,4,Viajar,5,Prestigio,No,No
